sale_id,employee_id,sale_date,product,category,amount
S00692,27,2025-06-03,Monitor,Electronics,6735.07
S00047,52,2025-06-03,Keyboard,Accessories,11901.88
S01682,27,2025-06-03,Keyboard,Accessories,16153.97
S01328,62,2025-06-04,Speaker,Audio,5987.9
S01967,43,2025-06-04,Camera,Electronics,15261.46
S00955,97,2025-06-04,Laptop,Electronics,8154.42
S00922,51,2025-06-04,Phone,Electronics,16419.58
S00203,8,2025-06-04,Tablet,Electronics,15674.35
S01182,36,2025-06-05,Camera,Electronics,14064.78
S01790,32,2025-06-05,Mouse,Accessories,6517.15
S01943,5,2025-06-05,Tablet,Electronics,12813.23
S01202,98,2025-06-05,Keyboard,Accessories,7232.41
S00800,94,2025-06-06,Headphones,Accessories,9818.97
S00051,82,2025-06-06,Mouse,Accessories,9611.38
S01394,86,2025-06-06,Keyboard,Accessories,11232.87
S00821,79,2025-06-07,Keyboard,Accessories,6029.07
S00353,26,2025-06-07,Laptop,Electronics,6220.65
S01269,53,2025-06-07,Camera,Electronics,3395.87
S01271,26,2025-06-08,Keyboard,Accessories,11936.67
S01879,76,2025-06-08,Camera,Electronics,4423.99
S00699,21,2025-06-08,Headphones,Accessories,8639.75
S01806,98,2025-06-08,Headphones,Accessories,11597.74
S00226,52,2025-06-09,Printer,Office,662.59
S01335,81,2025-06-09,Speaker,Audio,21460.75
S01666,4,2025-06-09,Keyboard,Accessories,12561.72
S01305,61,2025-06-09,Phone,Electronics,13022.39
S00877,35,2025-06-09,Laptop,Electronics,11685.23
S01548,56,2025-06-10,Laptop,Electronics,4716.72
S01643,47,2025-06-11,Tablet,Electronics,11423.1
S00441,13,2025-06-11,Phone,Electronics,6982.3
S01699,58,2025-06-11,Phone,Electronics,9075.08
S01708,12,2025-06-11,Keyboard,Accessories,15442.92
S01152,67,2025-06-11,Mouse,Accessories,3271.01
S00293,16,2025-06-12,Monitor,Electronics,5714.17
S00301,94,2025-06-12,Speaker,Audio,8218.66
S00057,50,2025-06-12,Headphones,Accessories,5158.74
S00076,19,2025-06-13,Camera,Electronics,3569.82
S00135,69,2025-06-13,Phone,Electronics,16592.83
S00949,94,2025-06-13,Speaker,Audio,17228.18
S00633,79,2025-06-14,Camera,Electronics,8162.39
S00094,93,2025-06-14,Speaker,Audio,16985.34
S01228,87,2025-06-14,Headphones,Accessories,9352.66
S01077,29,2025-06-14,Camera,Electronics,6463.8
S01215,81,2025-06-14,Headphones,Accessories,15482.84
S01491,50,2025-06-15,Laptop,Electronics,6763.36
S01456,63,2025-06-15,Tablet,Electronics,10152.67
S01354,23,2025-06-15,Speaker,Audio,5534.0
S00278,76,2025-06-15,Phone,Electronics,14915.27
S01667,81,2025-06-15,Phone,Electronics,3384.21
S00811,40,2025-06-15,Printer,Office,12215.72
S00229,15,2025-06-15,Headphones,Accessories,7407.02
S01647,99,2025-06-16,Laptop,Electronics,4454.22
S00538,50,2025-06-16,Mouse,Accessories,6362.73
S00705,22,2025-06-16,Laptop,Electronics,6742.63
S01956,14,2025-06-17,Camera,Electronics,8337.76
S01531,18,2025-06-17,Tablet,Electronics,9479.87
S01776,41,2025-06-17,Camera,Electronics,3179.13
S01597,66,2025-06-17,Monitor,Electronics,9865.91
S01363,48,2025-06-18,Monitor,Electronics,6709.49
S00245,52,2025-06-18,Tablet,Electronics,11525.73
S00977,5,2025-06-19,Keyboard,Accessories,7881.45
S00139,4,2025-06-19,Monitor,Electronics,14071.04
S00850,37,2025-06-19,Laptop,Electronics,18777.79
S00774,67,2025-06-19,Monitor,Electronics,3937.62
S01495,88,2025-06-19,Camera,Electronics,21459.12
S00587,6,2025-06-20,Keyboard,Accessories,14207.44
S00017,68,2025-06-20,Speaker,Audio,13799.39
S01930,41,2025-06-20,Laptop,Electronics,3916.67
S00943,72,2025-06-21,Printer,Office,22349.33
S01585,53,2025-06-21,Monitor,Electronics,14913.81
S00833,45,2025-06-21,Speaker,Audio,6664.69
S00354,74,2025-06-21,Headphones,Accessories,13826.01
S01330,88,2025-06-21,Mouse,Accessories,10711.59
S01256,10,2025-06-21,Camera,Electronics,5650.66
S00294,90,2025-06-22,Tablet,Electronics,9584.91
S01518,40,2025-06-22,Speaker,Audio,10234.37
S01703,61,2025-06-22,Speaker,Audio,12869.82
S01478,3,2025-06-22,Laptop,Electronics,5867.06
S01679,84,2025-06-23,Laptop,Electronics,11104.5
S01864,37,2025-06-23,Printer,Office,8427.86
S00141,64,2025-06-23,Headphones,Accessories,6736.94
S01254,53,2025-06-24,Camera,Electronics,8598.05
S00596,53,2025-06-24,Printer,Office,10079.34
S00198,57,2025-06-24,Printer,Office,15747.62
S00923,38,2025-06-24,Monitor,Electronics,1595.17
S01174,7,2025-06-24,Printer,Office,12878.85
S00230,54,2025-06-24,Laptop,Electronics,7333.16
S00484,3,2025-06-24,Tablet,Electronics,11981.67
S00702,92,2025-06-25,Printer,Office,4308.68
S01982,79,2025-06-25,Headphones,Accessories,15198.28
S01791,97,2025-06-25,Speaker,Audio,2755.45
S00896,60,2025-06-25,Laptop,Electronics,4186.09
S01757,72,2025-06-25,Headphones,Accessories,9188.22
S00900,11,2025-06-26,Keyboard,Accessories,10381.11
S00014,32,2025-06-27,Headphones,Accessories,11814.34
S01571,100,2025-06-27,Laptop,Electronics,4854.86
S00735,79,2025-06-27,Speaker,Audio,9047.47
S00976,8,2025-06-27,Speaker,Audio,22667.08
S01480,5,2025-06-28,Phone,Electronics,9210.91
S00127,27,2025-06-28,Speaker,Audio,8624.23
S00989,43,2025-06-28,Monitor,Electronics,13957.0
S00838,68,2025-06-28,Printer,Office,4847.21
S00668,84,2025-06-29,Tablet,Electronics,10741.85
S01533,37,2025-06-29,Monitor,Electronics,2561.25
S00559,47,2025-06-29,Tablet,Electronics,5638.46
S01896,51,2025-06-29,Phone,Electronics,13671.64
S01308,25,2025-06-29,Keyboard,Accessories,15616.08
S00482,39,2025-06-29,Tablet,Electronics,23185.25
S01466,4,2025-06-29,Phone,Electronics,9731.26
S01934,89,2025-06-30,Camera,Electronics,9804.82
S00590,69,2025-06-30,Camera,Electronics,5502.04
S01042,21,2025-06-30,Keyboard,Accessories,12808.33
S00799,4,2025-06-30,Phone,Electronics,2624.36
S01975,47,2025-06-30,Tablet,Electronics,6786.95
S00711,90,2025-07-01,Camera,Electronics,9378.31
S00110,20,2025-07-02,Keyboard,Accessories,10123.66
S01378,24,2025-07-02,Laptop,Electronics,2938.05
S00716,90,2025-07-03,Monitor,Electronics,9749.43
S00679,55,2025-07-03,Laptop,Electronics,13518.09
S01006,82,2025-07-04,Monitor,Electronics,9258.67
S01917,26,2025-07-04,Printer,Office,7641.79
S00873,75,2025-07-05,Phone,Electronics,12575.28
S01301,40,2025-07-05,Laptop,Electronics,12398.31
S00578,27,2025-07-06,Phone,Electronics,9903.31
S01161,78,2025-07-06,Monitor,Electronics,7927.61
S00581,33,2025-07-06,Phone,Electronics,10095.41
S00967,13,2025-07-06,Mouse,Accessories,5578.79
S01235,100,2025-07-07,Laptop,Electronics,10088.7
S00151,37,2025-07-07,Headphones,Accessories,5014.22
S00113,67,2025-07-07,Tablet,Electronics,17650.02
S00131,97,2025-07-08,Mouse,Accessories,5264.67
S00366,10,2025-07-09,Printer,Office,16466.56
S00737,56,2025-07-09,Keyboard,Accessories,10948.16
S00399,61,2025-07-10,Laptop,Electronics,9586.37
S00576,86,2025-07-10,Phone,Electronics,6332.89
S00215,86,2025-07-10,Speaker,Audio,7568.78
S00458,89,2025-07-11,Laptop,Electronics,12682.15
S00834,44,2025-07-11,Speaker,Audio,2216.95
S01739,78,2025-07-12,Headphones,Accessories,7561.22
S01078,63,2025-07-12,Speaker,Audio,14147.26
S00407,52,2025-07-13,Printer,Office,11326.0
S00060,94,2025-07-14,Phone,Electronics,11289.61
S00315,4,2025-07-14,Headphones,Accessories,15795.05
S01567,45,2025-07-15,Laptop,Electronics,15007.18
S00477,58,2025-07-15,Tablet,Electronics,8988.99
S01418,62,2025-07-15,Speaker,Audio,8110.63
S00411,99,2025-07-15,Phone,Electronics,10507.29
S01780,32,2025-07-15,Phone,Electronics,7173.74
S00863,2,2025-07-15,Speaker,Audio,15581.44
S01047,74,2025-07-16,Phone,Electronics,7300.05
S00001,2,2025-07-16,Mouse,Accessories,5562.57
S00389,62,2025-07-16,Printer,Office,1513.41
S01347,26,2025-07-17,Phone,Electronics,9355.39
S01327,12,2025-07-18,Phone,Electronics,13714.94
S00430,87,2025-07-19,Headphones,Accessories,10480.87
S01237,38,2025-07-19,Keyboard,Accessories,2327.69
S01426,5,2025-07-19,Speaker,Audio,9457.57
S00043,19,2025-07-19,Tablet,Electronics,4578.52
S01709,18,2025-07-20,Headphones,Accessories,5842.85
S01500,89,2025-07-20,Camera,Electronics,13059.52
S01519,25,2025-07-20,Laptop,Electronics,3946.07
S00011,53,2025-07-20,Phone,Electronics,8683.1
S00261,12,2025-07-21,Phone,Electronics,5317.5
S00635,14,2025-07-21,Phone,Electronics,17785.1
S01690,80,2025-07-21,Phone,Electronics,16751.09
S01344,15,2025-07-22,Printer,Office,16084.56
S01232,18,2025-07-23,Laptop,Electronics,10786.95
S00554,46,2025-07-23,Keyboard,Accessories,11872.16
S01959,93,2025-07-23,Phone,Electronics,8280.46
S00341,29,2025-07-24,Tablet,Electronics,8276.47
S00286,92,2025-07-24,Speaker,Audio,7794.55
S00880,49,2025-07-24,Printer,Office,3313.67
S01668,99,2025-07-24,Camera,Electronics,10630.11
S01714,60,2025-07-25,Laptop,Electronics,7253.74
S00289,94,2025-07-26,Keyboard,Accessories,18062.82
S00038,59,2025-07-26,Phone,Electronics,4594.52
S00889,76,2025-07-26,Mouse,Accessories,9078.42
S01911,18,2025-07-26,Keyboard,Accessories,4972.62
S00034,80,2025-07-27,Printer,Office,5006.12
S01326,47,2025-07-27,Headphones,Accessories,6566.06
S00514,15,2025-07-27,Laptop,Electronics,18243.1
S00878,94,2025-07-27,Speaker,Audio,8221.59
S00362,36,2025-07-27,Camera,Electronics,13218.07
S00869,63,2025-07-27,Headphones,Accessories,14153.4
S00568,18,2025-07-27,Phone,Electronics,4280.62
S01611,30,2025-07-28,Headphones,Accessories,7978.16
S01742,84,2025-07-28,Laptop,Electronics,9991.42
S01311,3,2025-07-29,Tablet,Electronics,7966.42
S01964,5,2025-07-29,Headphones,Accessories,5845.56
S00625,54,2025-07-29,Tablet,Electronics,2877.72
S01168,85,2025-07-29,Printer,Office,6366.95
S00045,96,2025-07-29,Keyboard,Accessories,7108.64
S00375,96,2025-07-30,Laptop,Electronics,10369.7
S00703,42,2025-07-30,Keyboard,Accessories,6934.23
S00177,23,2025-07-30,Keyboard,Accessories,10085.03
S00414,52,2025-07-31,Camera,Electronics,20617.89
S01818,41,2025-07-31,Headphones,Accessories,8423.83
S01059,7,2025-07-31,Monitor,Electronics,8503.52
S00035,93,2025-08-01,Monitor,Electronics,12480.64
S00808,9,2025-08-01,Printer,Office,14426.17
S01277,36,2025-08-01,Monitor,Electronics,7275.71
S01974,37,2025-08-01,Tablet,Electronics,12373.47
S01802,38,2025-08-02,Laptop,Electronics,5217.83
S01213,96,2025-08-02,Printer,Office,11612.13
S01977,37,2025-08-02,Laptop,Electronics,10310.06
S00913,89,2025-08-03,Tablet,Electronics,6444.7
S01824,62,2025-08-03,Headphones,Accessories,11058.82
S01340,25,2025-08-04,Monitor,Electronics,4824.11
S01348,47,2025-08-04,Speaker,Audio,5401.96
S00628,94,2025-08-04,Keyboard,Accessories,13222.25
S01090,92,2025-08-05,Mouse,Accessories,10881.43
S01706,25,2025-08-05,Laptop,Electronics,7442.79
S00207,87,2025-08-05,Monitor,Electronics,9102.74
S00641,98,2025-08-05,Tablet,Electronics,12805.46
S01414,46,2025-08-05,Headphones,Accessories,8875.15
S01520,5,2025-08-05,Mouse,Accessories,12150.28
S00781,83,2025-08-06,Printer,Office,4952.92
S01929,38,2025-08-06,Mouse,Accessories,9854.81
S00098,54,2025-08-06,Printer,Office,9071.17
S01940,28,2025-08-06,Monitor,Electronics,12981.11
S01905,6,2025-08-07,Camera,Electronics,12457.36
S01109,93,2025-08-08,Keyboard,Accessories,5515.25
S00272,64,2025-08-09,Speaker,Audio,11263.72
S00390,84,2025-08-09,Keyboard,Accessories,4280.12
S01918,8,2025-08-09,Camera,Electronics,14045.84
S00449,29,2025-08-09,Laptop,Electronics,13163.06
S00515,31,2025-08-09,Tablet,Electronics,7061.21
S00845,1,2025-08-09,Phone,Electronics,3057.69
S00816,66,2025-08-09,Speaker,Audio,7320.06
S00416,100,2025-08-09,Laptop,Electronics,9435.3
S01022,78,2025-08-09,Mouse,Accessories,9880.21
S01315,98,2025-08-09,Mouse,Accessories,14525.42
S01267,65,2025-08-10,Headphones,Accessories,5128.54
S01291,83,2025-08-10,Phone,Electronics,11389.26
S00597,37,2025-08-10,Laptop,Electronics,8375.89
S00088,38,2025-08-11,Monitor,Electronics,13704.23
S00126,27,2025-08-11,Monitor,Electronics,10609.92
S01134,34,2025-08-12,Printer,Office,6494.26
S01306,43,2025-08-12,Mouse,Accessories,8793.37
S00206,76,2025-08-13,Laptop,Electronics,10753.77
S00592,5,2025-08-14,Keyboard,Accessories,15600.2
S01494,17,2025-08-14,Camera,Electronics,9329.06
S01151,54,2025-08-14,Printer,Office,23375.8
S01461,77,2025-08-14,Phone,Electronics,2837.22
S00678,23,2025-08-15,Mouse,Accessories,11736.03
S00823,94,2025-08-15,Headphones,Accessories,10978.56
S01625,20,2025-08-15,Keyboard,Accessories,3645.29
S00887,9,2025-08-16,Printer,Office,17275.32
S00528,76,2025-08-16,Tablet,Electronics,10105.16
S00172,46,2025-08-16,Headphones,Accessories,6567.3
S01472,54,2025-08-16,Tablet,Electronics,15680.47
S01731,24,2025-08-17,Monitor,Electronics,7413.08
S00008,1,2025-08-17,Monitor,Electronics,11805.34
S00465,61,2025-08-17,Headphones,Accessories,7557.83
S01696,69,2025-08-17,Keyboard,Accessories,9479.51
S01991,26,2025-08-18,Camera,Electronics,10623.66
S00920,14,2025-08-19,Camera,Electronics,4557.41
S01424,25,2025-08-19,Mouse,Accessories,7447.56
S01116,78,2025-08-19,Mouse,Accessories,26405.7
S00931,97,2025-08-20,Camera,Electronics,14888.36
S01017,92,2025-08-20,Headphones,Accessories,8631.42
S00255,55,2025-08-20,Speaker,Audio,5847.31
S01288,33,2025-08-20,Monitor,Electronics,12137.25
S00059,31,2025-08-20,Laptop,Electronics,27554.98
S01316,12,2025-08-20,Laptop,Electronics,11939.51
S00247,13,2025-08-21,Speaker,Audio,13868.1
S01210,30,2025-08-21,Phone,Electronics,17253.5
S00709,5,2025-08-21,Laptop,Electronics,11244.89
S01853,93,2025-08-21,Keyboard,Accessories,10265.42
S00253,92,2025-08-22,Keyboard,Accessories,7334.83
S00187,39,2025-08-22,Phone,Electronics,12864.09
S01034,87,2025-08-22,Phone,Electronics,8328.18
S01120,94,2025-08-22,Tablet,Electronics,7101.6
S00435,9,2025-08-22,Keyboard,Accessories,8812.71
S01404,42,2025-08-22,Phone,Electronics,6014.7
S00663,10,2025-08-22,Phone,Electronics,3085.86
S00893,40,2025-08-22,Monitor,Electronics,12657.84
S00213,87,2025-08-23,Monitor,Electronics,10189.87
S01897,96,2025-08-23,Keyboard,Accessories,9943.81
S00252,19,2025-08-23,Headphones,Accessories,19741.9
S00323,84,2025-08-23,Phone,Electronics,5134.66
S00612,32,2025-08-23,Phone,Electronics,3579.74
S00797,70,2025-08-23,Headphones,Accessories,20110.68
S00312,96,2025-08-23,Mouse,Accessories,6775.07
S01272,29,2025-08-23,Phone,Electronics,16770.91
S00980,68,2025-08-24,Speaker,Audio,7246.56
S01698,1,2025-08-24,Printer,Office,12815.54
S01797,33,2025-08-24,Mouse,Accessories,11110.89
S00427,95,2025-08-24,Camera,Electronics,8508.87
S01470,93,2025-08-24,Phone,Electronics,10489.06
S01125,1,2025-08-25,Camera,Electronics,11052.38
S00003,92,2025-08-25,Headphones,Accessories,9494.85
S00839,19,2025-08-26,Speaker,Audio,7583.48
S01403,99,2025-08-27,Monitor,Electronics,14077.03
S01336,87,2025-08-28,Phone,Electronics,4080.52
S00347,35,2025-08-28,Laptop,Electronics,3889.07
S00426,14,2025-08-29,Printer,Office,17163.59
S00292,76,2025-08-29,Monitor,Electronics,10987.45
S01448,12,2025-08-29,Printer,Office,8770.48
S00820,4,2025-08-30,Laptop,Electronics,12185.91
S01683,67,2025-08-30,Laptop,Electronics,18887.79
S01054,25,2025-08-30,Speaker,Audio,7844.23
S00826,57,2025-08-31,Tablet,Electronics,18738.71
S00307,52,2025-08-31,Laptop,Electronics,2899.75
S00902,60,2025-08-31,Phone,Electronics,16084.31
S00742,87,2025-08-31,Keyboard,Accessories,4756.23
S00447,66,2025-08-31,Laptop,Electronics,9642.25
S01162,32,2025-08-31,Phone,Electronics,5144.06
S00277,67,2025-09-01,Phone,Electronics,8402.97
S00690,96,2025-09-01,Keyboard,Accessories,10312.0
S00917,40,2025-09-02,Printer,Office,2671.8
S00529,24,2025-09-02,Mouse,Accessories,14195.66
S01362,9,2025-09-02,Phone,Electronics,11873.44
S00218,58,2025-09-02,Speaker,Audio,15355.87
S00966,38,2025-09-03,Tablet,Electronics,5961.84
S01579,58,2025-09-03,Laptop,Electronics,4922.11
S01935,84,2025-09-03,Camera,Electronics,6142.62
S01118,66,2025-09-03,Mouse,Accessories,3962.81
S01653,33,2025-09-04,Tablet,Electronics,3385.69
S00783,41,2025-09-04,Printer,Office,7313.06
S01882,85,2025-09-05,Laptop,Electronics,21982.48
S01754,64,2025-09-05,Camera,Electronics,5960.38
S01844,12,2025-09-05,Speaker,Audio,4856.06
S01976,76,2025-09-05,Mouse,Accessories,15397.63
S00134,97,2025-09-06,Tablet,Electronics,3303.81
S00611,65,2025-09-06,Keyboard,Accessories,8061.08
S00412,12,2025-09-06,Phone,Electronics,8218.96
S01979,44,2025-09-06,Camera,Electronics,13988.33
S00419,16,2025-09-06,Printer,Office,7729.87
S01145,57,2025-09-07,Mouse,Accessories,7112.65
S00238,6,2025-09-07,Monitor,Electronics,11140.81
S01222,22,2025-09-07,Camera,Electronics,9052.36
S01400,42,2025-09-07,Monitor,Electronics,6205.01
S01501,73,2025-09-07,Monitor,Electronics,12015.51
S00665,17,2025-09-08,Headphones,Accessories,11635.81
S01640,50,2025-09-08,Speaker,Audio,3390.16
S00646,30,2025-09-09,Headphones,Accessories,16531.58
S01514,76,2025-09-09,Camera,Electronics,7453.48
S00749,56,2025-09-09,Monitor,Electronics,10840.47
S00867,84,2025-09-09,Keyboard,Accessories,6122.48
S00181,90,2025-09-10,Tablet,Electronics,8491.13
S01105,30,2025-09-10,Tablet,Electronics,13974.97
S00619,34,2025-09-10,Tablet,Electronics,6749.32
S01153,51,2025-09-10,Keyboard,Accessories,6849.82
S01663,46,2025-09-10,Printer,Office,3901.13
S00563,56,2025-09-10,Phone,Electronics,7938.31
S00025,98,2025-09-11,Laptop,Electronics,13491.81
S00521,57,2025-09-11,Tablet,Electronics,5111.63
S01372,99,2025-09-11,Camera,Electronics,5618.98
S01465,52,2025-09-11,Speaker,Audio,9703.56
S00772,68,2025-09-11,Tablet,Electronics,12441.3
S01048,52,2025-09-12,Speaker,Audio,9783.09
S01052,35,2025-09-12,Keyboard,Accessories,11328.5
S01620,94,2025-09-12,Mouse,Accessories,6034.16
S01861,18,2025-09-12,Monitor,Electronics,14304.48
S00361,29,2025-09-12,Keyboard,Accessories,11935.44
S00136,61,2025-09-12,Speaker,Audio,6728.58
S00725,63,2025-09-12,Camera,Electronics,3324.78
S01865,96,2025-09-12,Camera,Electronics,16563.92
S00241,47,2025-09-13,Phone,Electronics,5574.47
S01783,54,2025-09-13,Phone,Electronics,7350.28
S01063,91,2025-09-13,Camera,Electronics,11995.05
S00671,34,2025-09-13,Tablet,Electronics,7308.62
S00794,53,2025-09-13,Laptop,Electronics,8981.21
S01307,42,2025-09-13,Monitor,Electronics,13461.42
S00741,28,2025-09-14,Tablet,Electronics,12274.44
S00103,100,2025-09-14,Camera,Electronics,7397.0
S00879,95,2025-09-14,Tablet,Electronics,9189.73
S01942,35,2025-09-14,Laptop,Electronics,19005.62
S01274,11,2025-09-14,Tablet,Electronics,13995.65
S00956,27,2025-09-14,Mouse,Accessories,10226.93
S00012,44,2025-09-15,Mouse,Accessories,9039.0
S00555,35,2025-09-15,Monitor,Electronics,10670.52
S01439,48,2025-09-15,Tablet,Electronics,13530.2
S00378,62,2025-09-16,Mouse,Accessories,8800.49
S00962,10,2025-09-16,Laptop,Electronics,26895.66
S01826,62,2025-09-16,Camera,Electronics,9357.99
S00071,69,2025-09-16,Tablet,Electronics,4960.22
S01071,71,2025-09-16,Tablet,Electronics,7562.77
S01073,70,2025-09-16,Speaker,Audio,6176.95
S01787,33,2025-09-16,Tablet,Electronics,6849.85
S01416,62,2025-09-17,Keyboard,Accessories,15482.8
S01046,9,2025-09-17,Printer,Office,6682.15
S00020,56,2025-09-17,Headphones,Accessories,14384.87
S01074,88,2025-09-17,Headphones,Accessories,7224.65
S00776,100,2025-09-17,Phone,Electronics,7076.83
S00186,48,2025-09-17,Monitor,Electronics,7767.51
S01193,67,2025-09-17,Laptop,Electronics,8059.8
S01302,17,2025-09-18,Speaker,Audio,11912.75
S01287,56,2025-09-18,Monitor,Electronics,11769.46
S01705,64,2025-09-18,Phone,Electronics,19870.6
S00052,1,2025-09-18,Camera,Electronics,17008.41
S00516,1,2025-09-19,Monitor,Electronics,8527.33
S00032,59,2025-09-19,Headphones,Accessories,20504.85
S01891,20,2025-09-20,Camera,Electronics,4136.94
S01908,58,2025-09-20,Tablet,Electronics,11241.71
S00456,17,2025-09-20,Monitor,Electronics,9079.32
S01490,35,2025-09-20,Monitor,Electronics,6499.35
S01569,53,2025-09-20,Speaker,Audio,11149.25
S00402,9,2025-09-21,Phone,Electronics,7508.87
S01583,10,2025-09-21,Keyboard,Accessories,17420.07
S01163,46,2025-09-21,Laptop,Electronics,7616.64
S00265,34,2025-09-21,Speaker,Audio,8380.08
S01593,77,2025-09-21,Mouse,Accessories,9271.82
S01379,99,2025-09-22,Headphones,Accessories,4975.47
S01586,30,2025-09-22,Mouse,Accessories,5724.68
S00564,30,2025-09-22,Laptop,Electronics,18886.23
S00719,73,2025-09-22,Tablet,Electronics,20483.66
S00503,85,2025-09-22,Tablet,Electronics,13459.01
S00571,11,2025-09-23,Mouse,Accessories,21453.04
S00643,50,2025-09-23,Speaker,Audio,14181.72
S00348,87,2025-09-23,Laptop,Electronics,8072.66
S01173,82,2025-09-23,Tablet,Electronics,11651.74
S00036,3,2025-09-23,Phone,Electronics,9449.09
S01087,49,2025-09-23,Camera,Electronics,7498.31
S00221,22,2025-09-24,Printer,Office,16173.07
S01669,13,2025-09-24,Keyboard,Accessories,7546.15
S00652,52,2025-09-25,Camera,Electronics,6629.97
S00616,72,2025-09-25,Monitor,Electronics,16687.17
S01656,32,2025-09-25,Monitor,Electronics,17985.08
S01618,60,2025-09-25,Camera,Electronics,11535.93
S01552,91,2025-09-26,Laptop,Electronics,1866.64
S00398,12,2025-09-26,Printer,Office,15089.26
S01186,2,2025-09-26,Phone,Electronics,13817.35
S00150,99,2025-09-26,Keyboard,Accessories,8097.34
S02000,78,2025-09-26,Keyboard,Accessories,8565.87
S01289,36,2025-09-27,Speaker,Audio,2196.38
S01442,79,2025-09-27,Keyboard,Accessories,9797.85
S01029,46,2025-09-28,Monitor,Electronics,8553.98
S00660,5,2025-09-28,Tablet,Electronics,7119.12
S00248,30,2025-09-28,Monitor,Electronics,14030.38
S01103,62,2025-09-28,Keyboard,Accessories,10890.39
S00792,70,2025-09-29,Monitor,Electronics,5612.07
S01454,39,2025-09-29,Phone,Electronics,8725.48
S01903,34,2025-09-29,Laptop,Electronics,8523.32
S01526,38,2025-09-30,Laptop,Electronics,7280.61
S01845,13,2025-09-30,Phone,Electronics,15468.38
S00417,53,2025-09-30,Monitor,Electronics,27562.81
S00694,32,2025-09-30,Speaker,Audio,8317.37
S01730,53,2025-09-30,Phone,Electronics,8736.71
S01716,89,2025-09-30,Printer,Office,7688.63
S00623,12,2025-09-30,Phone,Electronics,8767.78
S01304,89,2025-09-30,Phone,Electronics,6721.59
S01584,32,2025-10-01,Camera,Electronics,15054.82
S00542,100,2025-10-01,Tablet,Electronics,5263.08
S01356,85,2025-10-01,Laptop,Electronics,8959.21
S01117,47,2025-10-02,Printer,Office,16906.77
S01713,72,2025-10-02,Keyboard,Accessories,9315.51
S01160,88,2025-10-02,Laptop,Electronics,6894.38
S00422,53,2025-10-03,Speaker,Audio,10769.16
S00984,27,2025-10-04,Headphones,Accessories,9809.14
S01635,10,2025-10-04,Headphones,Accessories,16276.95
S01867,59,2025-10-04,Phone,Electronics,4344.5
S01796,30,2025-10-04,Monitor,Electronics,13991.22
S01028,1,2025-10-04,Speaker,Audio,7336.33
S00959,68,2025-10-04,Phone,Electronics,6730.56
S00535,8,2025-10-05,Mouse,Accessories,9707.82
S00932,66,2025-10-05,Speaker,Audio,9735.45
S01889,4,2025-10-05,Tablet,Electronics,5928.62
S01121,38,2025-10-05,Headphones,Accessories,6711.5
S00095,18,2025-10-06,Printer,Office,12908.91
S01811,67,2025-10-06,Tablet,Electronics,13775.76
S00420,57,2025-10-06,Laptop,Electronics,16775.97
S01489,61,2025-10-07,Printer,Office,10887.45
S01132,74,2025-10-07,Speaker,Audio,11143.12
S00759,28,2025-10-07,Printer,Office,17609.72
S00345,46,2025-10-07,Printer,Office,10925.74
S00841,97,2025-10-07,Monitor,Electronics,7557.69
S00173,24,2025-10-08,Speaker,Audio,8808.49
S00836,70,2025-10-08,Keyboard,Accessories,5842.06
S01437,37,2025-10-09,Camera,Electronics,14046.15
S00604,73,2025-10-09,Phone,Electronics,5778.42
S00649,51,2025-10-09,Mouse,Accessories,6394.5
S01961,76,2025-10-09,Keyboard,Accessories,7135.07
S01886,24,2025-10-09,Speaker,Audio,8180.63
S01751,88,2025-10-11,Keyboard,Accessories,11187.35
S01259,26,2025-10-11,Camera,Electronics,10614.93
S00297,85,2025-10-11,Monitor,Electronics,9727.63
S01685,56,2025-10-12,Tablet,Electronics,6314.55
S01434,68,2025-10-12,Speaker,Audio,9598.93
S01916,99,2025-10-12,Printer,Office,9643.67
S01231,70,2025-10-13,Mouse,Accessories,15933.56
S01345,59,2025-10-15,Mouse,Accessories,5775.36
S01772,11,2025-10-15,Keyboard,Accessories,5421.43
S00155,53,2025-10-15,Camera,Electronics,15343.91
S00041,90,2025-10-15,Camera,Electronics,17039.96
S01331,83,2025-10-16,Phone,Electronics,13457.15
S01511,67,2025-10-16,Laptop,Electronics,14686.3
S01616,63,2025-10-17,Mouse,Accessories,12985.08
S01610,83,2025-10-17,Keyboard,Accessories,7313.25
S01775,88,2025-10-18,Laptop,Electronics,9805.77
S00504,75,2025-10-19,Tablet,Electronics,11166.62
S01230,75,2025-10-19,Keyboard,Accessories,6209.94
S00072,37,2025-10-19,Printer,Office,6060.75
S01892,60,2025-10-20,Tablet,Electronics,7184.8
S00685,4,2025-10-20,Mouse,Accessories,25078.17
S00684,8,2025-10-20,Printer,Office,5501.87
S00037,20,2025-10-20,Laptop,Electronics,9602.36
S00376,24,2025-10-20,Camera,Electronics,7429.5
S01005,62,2025-10-20,Tablet,Electronics,14067.82
S01492,82,2025-10-20,Phone,Electronics,14195.28
S01452,43,2025-10-20,Printer,Office,13323.84
S01142,93,2025-10-20,Speaker,Audio,5721.28
S01463,25,2025-10-21,Keyboard,Accessories,14288.39
S01893,24,2025-10-21,Mouse,Accessories,5149.19
S00104,33,2025-10-23,Mouse,Accessories,9931.03
S00269,1,2025-10-23,Keyboard,Accessories,8078.28
